No. Drawing ,Trench No.,Layer,Piece,Clay Paste,Colour of Wash/Slip,Wash/Slip,Position of Wash/Slip,Chamotte,Inside Quality,Outside Quality,Firing Rate,Rate of Saftly,Inside Painting,Painting Pattern,Colour of Painting,Outside Painting,Painting Pattern,Colour of Painting,Inside Engraving,Outside Engraving,Engraving Pattern,Drawing/Shape,Comparable Site,Phase/Period,Reference 
2b,S.T.1,S.U 34,Rim,Buff,Buff,Wash,Inside/Outside,Fine,Fine,Fine,Sufficient,Good,,,,,,,,,,Shape,Miri Qalat (P),Period: IIIb ,"Didier, 2007, P: 77, Fig: 65, NO:14"
3a,S.T.1,S.U 34,Rim,Buff,Buff,Wash,Inside/Outside,Fine,Fine,Fine,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 4,"Salvatori, Vidale,1997, P: 151, Fig: 203, NO: 2"
3b,S.T.1,S.U 34,Rim,Buff,Buff,Wash,Inside/Outside,Fine,Fine,Fine,Sufficient,Good,,,,,,,,,,Shape,Miri Qalat (P),Period: IIIb ,"Didier, 2007, P: 77, Fig: 65, NO:14"
4,S.T.1,S.U 34,Rim,Buff,Buff,Wash,Inside/Outside,Fine,Fine,Fine,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 5B,"Salvatori, Vidale,1997, P: 144, Fig: 190, NO: 6"
5,S.T.1,S.U 34,Rim,Buff,Buff,Wash,Inside/Outside,Fine,Fine,Fine,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 5B,"Salvatori, Vidale,1997, P: 144, Fig: 190, NO: 2"
1,S.T.2,S.U 1,Rim,Buff,Buff,Slip,Inside/Outside,Very Coarse,Coarse,Coarse,Sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 6,"Salvatori, Vidale,1997, P: 109, Fig: 131, NO: 1"
2a,S.T.2,S.U 1,Rim,Buff,Buff,Wash,Inside/Outside,Coarse,Coarse,Coarse,Sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 6,"Salvatori, Vidale,1997, P: 103, Fig: 118, NO: 1"
2b,S.T.2,S.U 1,Rim,Buff,Buff,Wash,Inside/Outside,Coarse,Coarse,Coarse,Sufficient,Medium,,,,,,,,,,Shape,Mundigak (AF),Period: IV1,"Casal, 1961, Fig: 67, NO: 198a"
3,S.T.2,S.U 1,Rim,Buff,Buff,Slip,Inside/Outside,Coarse,Medium,Medium,Sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 4 ,"Salvatori, Vidale,1997, P: 149, Fig: 198, NO: 5"
4,S.T.2,S.U 1,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,,,,,Outside,Geometric,Shape,Shahr-i Sokhta,Phase: 4 ,"Salvatori, Vidale,1997, P: 149, Fig: 198, NO: 3"
5,S.T.2,S.U 1,Rim,Buff,Buff,Slip,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 5B,"Salvatori, Vidale,1997, P: 130, Fig: 170, NO: 6"
6a,S.T.2,S.U 1,Rim,Buff,Buff,Wash,Inside/Outside,Fine,Fine,Fine,Sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 5A,"Salvatori, Vidale,1997, P: 114, Fig: 141, NO: 1"
6b,S.T.2,S.U 1,Rim,Buff,Buff,Wash,Inside/Outside,Fine,Fine,Fine,Sufficient,Medium,,,,,,,,,,Shape,Mundigak (AF),Period: IV1,"Casal, 1961, Fig: 67, NO: 198"
7,S.T.2,S.U 1,Rim,Buff,Buff,Slip,Inside/Outside,Fine,Fine,Fine,Sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 3,"Salvatori, Vidale,1997, P: 153, Fig: 207, NO: 3"
8,S.T.2,S.U 1,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 4 ,"Salvatori, Vidale,1997, P: 148, Fig: 196, NO: 5"
9,S.T.2,S.U 1,Rim,Buff,Buff,Wash,Inside/Outside,Fine,Fine,Fine,Sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 6,"Salvatori, Vidale,1997, P: 130, Fig: 118, NO: 1"
10,S.T.2,S.U 1,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 5A,"Salvatori, Vidale,1997, P: 119, Fig: 118, NO: 1"
11,S.T.2,S.U 1,Rim,Buff,Buff,Wash,Inside/Outside,Very Fine,Fine,Fine,Sufficient,Bad,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 6,"Salvatori, Vidale,1997, P: 130, Fig: 118, NO: 1"
12,S.T.2,S.U 1,Rim,Buff,Buff,Wash,Inside/Outside,Very Fine,Fine,Fine,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 3,"Salvatori, Vidale,1997, P: 153, Fig: 206, NO: 1"
13,S.T.2,S.U 1,Rim,Dark Red,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 5B,"Salvatori, Vidale,1997, P: 115, Fig: 142, NO: 1"
14,S.T.2,S.U 1,Rim,Buff,Buff,Wash,Inside/Outside,Fine,Fine,Fine,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 5A,"Salvatori, Vidale,1997, P: 113, Fig: 138, NO: 4"
15,S.T.2,S.U 1,Rim,Dark Red,Buff,Wash,Inside/Outside,Fine,Fine,Fine,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 8-7,"Salvatori, Vidale,1997, P: 85, Fig: 83, NO: 1"
16,S.T.2,S.U 1,Rim,Dark Red,Buff,Wash,Inside/Outside,Very Fine,Fine,Fine,Sufficient,Medium,,,,,,,,,,,,,
17,S.T.2,S.U 1,Rim,Dark Red,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 6,"Salvatori, Vidale,1997, P: 101, Fig: 115, NO: 1"
18,S.T.2,S.U 1,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,,,,,,,,Outside,Geometric,Shape,Shahr-i Sokhta,Phase: 4 ,"Salvatori, Vidale,1997, P: 148, Fig: 196, NO: 5"
19,S.T.2,S.U 1,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 3,"Salvatori, Vidale,1997, P: 153, Fig: 207, NO: 3"
20,S.T.2,S.U 1,Rim,Buff,Buff,Slip,Inside/Outside,Fine,Fine,Fine,Sufficient,Medium,,,,,,,,Outside,Geometric,Shape,Shahr-i Sokhta,Phase: 5A,"Salvatori, Vidale,1997, P: 119, Fig: 151, NO: 8"
21,S.T.2,S.U 1,Rim,Buff,Buff,Wash,Inside/Outside,Fine,Fine,Fine,Sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 3,"Salvatori, Vidale,1997, P: 153, Fig: 207, NO: 2"
22,S.T.2,S.U 1,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 3,"Salvatori, Vidale,1997, P: 153, Fig: 207, NO: 1"
23,S.T.2,S.U 1,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,,,,,,,,,,
24,S.T.2,S.U 1,Rim,Buff,Buff,Slip,Inside/Outside,Very Fine,Fine,Fine,Sufficient,Medium,,,,,,,,,,,,,
25,S.T.2,S.U 1,Rim,Buff,Buff,Wash,Inside/Outside,Fine,Fine,Fine,Sufficient,Bad,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 4 ,"Salvatori, Vidale,1997, P: 149, Fig: 198, NO: 3"
26,S.T.2,S.U 1,Rim,Dark Red,Dark Red,Wash,Inside/Outside,Fine,Fine,Fine,Sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 4 ,"Salvatori, Vidale,1997, P: 149, Fig: 198, NO: 3"
27,S.T.2,S.U 1,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 3,"Salvatori, Vidale,1997, P: 153, Fig: 207, NO: 2"
28,S.T.2,S.U 1,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 3,"Salvatori, Vidale,1997, P: 153, Fig: 207, NO: 2"
29,S.T.2,S.U 1,Rim,Buff,Buff,Wash,Inside/Outside,Fine,Medium,Medium,Sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 3,"Salvatori, Vidale,1997, P: 153, Fig: 207, NO: 2"
30,S.T.2,S.U 1,Rim,Buff,Buff,Slip,Inside/Outside,Very Fine,Fine,Fine,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 3,"Salvatori, Vidale,1997, P: 153, Fig: 207, NO: 2"
31,S.T.2,S.U 1,Rim,Buff,Buff,Wash,Inside/Outside,Very Fine,Fine,Fine,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 5A,"Salvatori, Vidale,1997, P: 113, Fig: 138, NO: 2"
32,S.T.2,S.U 1,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 5A,"Salvatori, Vidale,1997, P: 113, Fig: 138, NO: 2"
33a ,S.T.2,S.U 1,Rim,Buff,Buff,Slip,Inside/Outside,Very Fine,Fine,Fine,Sufficient,Medium,Inside,Geometric,Brown,Outside,Geometric,Brown,,,,Shape,Shahr-i Sokhta,Phase: 6,"Salvatori, Vidale,1997, P: 103, Fig: 118, NO: 1"
33b ,S.T.2,S.U 1,Rim,Buff,Buff,Slip,Inside/Outside,Very Fine,Fine,Fine,Sufficient,Medium,Inside,Geometric,Brown,,,,,,,Shape,Mundigak (AF),Period: IV1,"Casal, 1961, Fig: 67, NO: 198"
34,S.T.2,S.U 1,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 3,"Salvatori, Vidale,1997, P: 153, Fig: 207, NO: 2"
35,S.T.2,S.U 1,Rim,Dark Red,Dark Red,Wash,Inside/Outside,Fine,Fine,Fine,Sufficient,Medium,Inside,Geometric,Brown,,,,,,,Shape,Shahr-i Sokhta,Phase: 6,"Salvatori, Vidale,1997, P: 102, Fig: 117, NO: 1"
36,S.T.2,S.U 1,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 4 ,"Salvatori, Vidale,1997, P: 149, Fig: 198, NO: 3"
37,S.T.2,S.U 1,Rim,Buff,Buff,Slip,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,Inside,Geometric,Brown,,,,,,,Shape,Shahr-i Sokhta,Phase: 3,"Salvatori, Vidale,1997, P: 153, Fig: 207, NO: 1"
38,S.T.2,S.U 1,Rim,Buff,Buff,Slip,Inside/Outside,Fine,Fine,Fine,Sufficient,Medium,Inside,Geometric,Red,,,,,,,Shape,Shahr-i Sokhta,Phase: 3,"Salvatori, Vidale,1997, P: 153, Fig: 207, NO: 1"
39,S.T.2,S.U 1,Rim,Buff,Buff,Wash,Inside/Outside,Coarse,Medium,Medium,Sufficient,Medium,Inside,Geometric,Black,,,,,,,Shape,Shahr-i Sokhta,Phase: 6,"Salvatori, Vidale,1997, P: 97, Fig: 107, NO: 4"
40,S.T.2,S.U 1,Rim,Dark Red,Dark Red,Slip,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 5A,"Salvatori, Vidale,1997, P: 116, Fig: 144, NO: 2"
41,S.T.2,S.U 1,Rim,Dark Red,Dark Red,Slip,Inside/Outside,Fine,Medium,Medium,Sufficient,Medium,,,,,,,,,,,,,
42,S.T.2,S.U 1,Body,Buff,Buff,Slip,Inside/Outside,Coarse,Medium,Medium,Sufficient,Medium,,,,Outside,Geometric,Black,,,,,,,
43,S.T.2,S.U 1,Body,Buff,Buff,Wash,Inside/Outside,Fine,Fine,Fine,Sufficient,Medium,,,,Outside,Geometric,Black,,,,,,,
44,S.T.2,S.U 1,Body,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,Outside,Geometric,Brown,,,,,,,
45,S.T.2,S.U 1,Body,Buff,Buff,Slip,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,Outside,Geometric,Red,,,,,,,
46,S.T.2,S.U 1,Base,Buff,Buff,Slip,Inside/Outside,Fine,Medium,Medium,Sufficient,Medium,,,,,,,,,,,,,
47,S.T.2,S.U 1,Base,Buff,Buff,Wash,Inside/Outside,Fine,Medium,Medium,Sufficient,Medium,,,,,,,,,,,,,
48,S.T.2,S.U 1,Base,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,,,,,,,,,,
49,S.T.2,S.U 1,Base,Buff,Buff,Slip,Inside/Outside,Coarse,Coarse,Coarse,Sufficient,Medium,,,,,,,,,,,,,
50,S.T.2,S.U 1,Base,Buff,Buff,Slip,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,,,,,,,,,,
51,S.T.2,S.U 1,Rim,Dark Red,Buff,Wash,Inside/Outside,Fine,Fine,Fine,Sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 6,"Salvatori, Vidale,1997, P: 103, Fig: 118, NO: 1"
52,S.T.2,S.U 1,Rim,Dark Red,Buff,Slip,Inside/Outside,Fine,Fine,Fine,Sufficient,Medium,,,,,,,,Outside,Geometric,Shape,Shahr-i Sokhta,Phase: 5A,"Salvatori, Vidale,1997, P: 116, Fig: 145, NO: 3"
53,S.T.2,S.U 1,Rim,Dark Red,Dark Red,Wash,Inside/Outside,Very Fine,Fine,Fine,Sufficient,Medium,,,,,,,,,,,,,
54,S.T.2,S.U 1,Rim,Dark Red,Buff,Wash,Inside/Outside,Fine,Fine,Fine,Sufficient,Medium,,,,,,,,,,,,,
55,S.T.2,S.U 1,Rim,Dark Red,Buff,Wash,Inside/Outside,Fine,Fine,Fine,Sufficient,Medium,,,,,,,,,,,,,
56,S.T.2,S.U 1,Rim,Dark Red,Buff,Slip,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,Outside,Mixed,Brown,,,,Shape,Shahr-i Sokhta,Phase: 3,"Salvatori, Vidale,1997, P: 154, Fig: 208, NO: 1"
57,S.T.2,S.U 1,Body,Dark Red,Buff,Wash,Inside/Outside,Coarse,Coarse,Coarse,Sufficient,Medium,,,,Outside,Geometric,Brown,,,,,,,
58,S.T.2,S.U 1,Body,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,Outside,Herbal,Brown,,,,,,,
59,S.T.2,S.U 1,Base,Buff,Buff,Wash,Inside/Outside,Fine,Fine,Fine,Sufficient,Medium,,,,,,,,,,,,,
60,S.T.2,S.U 1,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 3,"Salvatori, Vidale,1997, P: 153, Fig: 207, NO: 1"
61a,S.T.2,S.U 1,Rim,Dark Red,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 6,"Salvatori, Vidale,1997, P: 102, Fig: 116, NO: 1"
61b,S.T.2,S.U 1,Rim,Dark Red,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,,,,,,,Shape,Mundigak (AF),Period: IV3,"Casal, 1961, Fig: 95, NO: 433"
62,S.T.2,S.U 1,Rim,Red,Red,Wash,Inside/Outside,Fine,Fine,Fine,Sufficient,Medium,,,,,,,,,,Shape,Mundigak (AF),Period: IV1,"De cardi, 1970, P: 317, Fig: 43, NO: 439"
63,S.T.2,S.U 1,Rim,Red,Red,Wash,Inside/Outside,Fine,Fine,Fine,Sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 5B,"Salvatori, Vidale,1997, P: 130, Fig: 170, NO: 6"
64,S.T.2,S.U 1,Rim,Red,Red,Wash,Inside/Outside,Fine,Fine,Fine,Sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 6,"Salvatori, Vidale,1997, P: 96, Fig: 105, NO: 5"
65,S.T.2,S.U 1,Rim,Red,Red,Wash,Inside/Outside,Fine,Fine,Fine,Sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 5B,"Salvatori, Vidale,1997, P: 136, Fig: 181, NO: 2"
1a,S.T.2,S.U 2,Rim,Buff,Buff,Slip,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 6,"Salvatori, Vidale,1997, P: 102, Fig: 117, NO: 2"
1b,S.T.2,S.U 2,Rim,Buff,Buff,Slip,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,,,,,,,,,,Shape,Miri Qalat (P) ,Period: IIIB,"Didier, 2007, P: 146, Fig: 134, NO: 16"
2,S.T.2,S.U 2,Rim,Buff,Buff,Slip,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,,,,,,,Shape,Mundigak (AF),Period: IV1,"Casal, 1961, Fig: 67, NO: 198a"
3,S.T.2,S.U 2,Rim,Buff,Buff,Wash,Inside/Outside,Fine,Fine,Fine,Sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 4 ,"Salvatori, Vidale,1997, P: 146, Fig: 192, NO: 4"
4,S.T.2,S.U 2,Rim,Buff,Buff,Wash,Inside/Outside,Fine,Fine,Fine,Sufficient,Bad,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 5B,"Salvatori, Vidale,1997, P: 142, Fig: 187, NO: 10"
5,S.T.2,S.U 2,Rim,Buff,Buff,Wash,Inside/Outside,Very Fine,Fine,Fine,Sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 4 ,"Salvatori, Vidale,1997, P: 146, Fig: 193, NO: 5"
6,S.T.2,S.U 2,Rim,Buff,Buff,Wash,Inside/Outside,Fine,Fine,Fine,Sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 6,"Salvatori, Vidale,1997, P: 101, Fig: 115, NO: 1"
7,S.T.2,S.U 2,Rim,Buff,Buff,Slip,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 4 ,"Salvatori, Vidale,1997, P: 146, Fig: 195, NO: 2"
8,S.T.2,S.U 2,Rim,Buff,Buff,Wash,Inside/Outside,Very Fine,Fine,Fine,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 5B,"Salvatori, Vidale,1997, P: 130, Fig: 170, NO: 4"
9,S.T.2,S.U 2,Rim,Buff,Buff,Wash,Inside/Outside,Very Fine,Fine,Fine,Sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 5B,"Salvatori, Vidale,1997, P: 130, Fig: 170, NO: 4"
10,S.T.2,S.U 2,Rim,Buff,Buff,Wash,Inside/Outside,Fine,Fine,Fine,Sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 4 ,"Salvatori, Vidale,1997, P: 146, Fig: 193, NO: 5"
11,S.T.2,S.U 2,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,Inside,Mixed,Brown,,,,,,,Shape/Drawing,Shahr-i Sokhta,Phase: 4 ,"Salvatori, Vidale,1997, P: 148, Fig: 197, NO: 1"
12,S.T.2,S.U 2,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Fine,Fine,Sufficient,Bad,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 4 ,"Salvatori, Vidale,1997, P: 149, Fig: 198, NO: 3"
13,S.T.2,S.U 2,Rim,Buff,Buff,Wash,Inside/Outside,Very Fine,Fine,Fine,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 3-4 ,"Salvatori, Vidale,1997, P: 102, Fig: 117, NO: 3"
14a,S.T.2,S.U 2,Body,Dark Red,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,,,,Outside,Mixed,Brown,,,,Drawing,Shahr-i Sokhta,Phase: 5B,"Biscione,1987, P: 406, Fig: 16"
14b,S.T.2,S.U 2,Body,Dark Red,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,,,,Outside,Mixed,Brown,,,,Drawing,Bampur,Bampur V,"De cardi, 1970, P: 308, Fig: 38, NO: 381"
14c,S.T.2,S.U 2,Body,Dark Red,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,,,,Outside,Mixed,Brown,,,,Drawing,Mundigak (AF),Period: IV2,"Casal, 1961, Fig: 93, NO: 420"
15,S.T.2,S.U 2,Base,Dark Red,Buff,Slip,Inside/Outside,Very Fine,Fine,Fine,Sufficient,Medium,,,,,,,,,,,,,
1,S.T.2,S.U 3,Rim,Buff,Buff,Wash,Inside/Outside,Fine,Fine,Fine,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 3,"Salvatori, Vidale,1997, P: 153, Fig: 207, NO: 2"
2,S.T.2,S.U 3,Rim,Buff,Buff,Wash,Inside/Outside,Fine,Fine,Fine,Sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 4 ,"Salvatori, Vidale,1997, P: 150, Fig: 201, NO: 6"
3,S.T.2,S.U 3,Rim,Buff,Buff,Wash,Inside/Outside,Fine,Fine,Fine,Sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 3,"Salvatori, Vidale,1997, P: 153, Fig: 206, NO: 5"
4,S.T.2,S.U 3,Rim,Buff,Buff,Wash,Inside/Outside,Fine,Fine,Fine,Sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 3,"Salvatori, Vidale,1997, P: 153, Fig: 206, NO: 5"
5,S.T.2,S.U 3,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 4 ,"Salvatori, Vidale,1997,P: 148, Fig: 199, NO: 2"
6,S.T.2,S.U 3,Rim,Buff,Buff,Slip,Inside/Outside,Fine,Medium,Medium,Sufficient,Good,Inside,Geometric,Red,,,,,,,Shape,Shahr-i Sokhta,Phase: 4 ,"Salvatori, Vidale,1997,P: 148, Fig: 199, NO: 2"
7a,S.T.2,S.U 3,Rim,Dark Red,Buff,Slip,Inside/Outside,Fine,Fine,Fine,Sufficient,Good,Inside,Geometric,Red,Outside,Geometric,Red,,,,Shape,Shahr-i Sokhta,Phase: 4 ,"Salvatori, Vidale,1997,P: 148, Fig: 199, NO: 2"
7b,S.T.2,S.U 3,Rim,Dark Red,Buff,Slip,Inside/Outside,Fine,Fine,Fine,Sufficient,Good,Inside,Geometric,Red,Outside,Geometric,Red,,,,Drawing,Shahr-i Sokhta,Phase: 4 ,"Salvatori, Vidale,1997,P: 149, Fig: 199, NO: 3"
8,S.T.2,S.U 3,Rim,Dark Red,Buff,Slip,Inside/Outside,Fine,Fine,Fine,Sufficient,Good,Inside,Geometric,Brown,Outside,Geometric,Brown,,,,Shape,Shahr-i Sokhta,Phase: 4 ,"Salvatori, Vidale,1997,P: 148, Fig: 199, NO: 2"
1a,S.T.2,S.U 4,Rim,Buff,Buff,Wash,Inside/Outside,Fine,Fine,Fine,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 3,"Salvatori, Vidale,1997, P: 153, Fig: 206, NO: 4"
1b,S.T.2,S.U 4,Rim,Buff,Buff,Wash,Inside/Outside,Fine,Fine,Fine,Sufficient,Medium,,,,,,,,,,Shape,Tepe Yahya,Period: IVB ,"Potts, 2001, P: 138, Fig: 4.35, NO: F"
2,S.T.2,S.U 4,Rim,Dark Red,Buff,Slip,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 4 ,"Salvatori, Vidale,1997, P: 149, Fig: 198, NO: 5"
3,S.T.2,S.U 4,Rim,Dark Red,Buff,Wash,Inside/Outside,Coarse,Medium,Medium,Sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 3,"Salvatori, Vidale,1997, P: 149, Fig: 198, NO: 5"
4a,S.T.2,S.U 4,Body,Dark Red,Buff,Slip,Inside/Outside,Fine,Fine,Fine,Sufficient,Medium,,,,Outside,Geometric,Brown,,,,Drawing,Shahr-i Sokhta,Phase: 5B,"Salvatori, Vidale,1997, P: 152, Fig: 204, NO: 5"
4b,S.T.2,S.U 4,Body,Dark Red,Buff,Slip,Inside/Outside,Fine,Fine,Fine,Sufficient,Medium,,,,Outside,Geometric,Brown,,,,Drawing,Bampur,Bampur I-IV,"De cardi,1970, Fig: 71, NO: 223"
4c,S.T.2,S.U 4,Body,Dark Red,Buff,Slip,Inside/Outside,Fine,Fine,Fine,Sufficient,Medium,,,,Outside,Geometric,Brown,,,,Drawing,Tepe Yahya,Period: IVB ,"Potts, 2001, P: 20, Fig: 4.29, NO: C"
4d,S.T.2,S.U 4,Body,Dark Red,Buff,Slip,Inside/Outside,Fine,Fine,Fine,Sufficient,Medium,,,,Outside,Geometric,Brown,,,,Drawing,Mundigak (AF),Period: IV1,"Casal,1961, Fig: 71, NO: 223"
1,S.T.2,S.U 7,Rim,Buff,Buff,Slip,Inside/Outside,Fine,Medium,Medium,Sufficient,Good,,,,,,,,Outside,Geometric,Shape,Shahr-i Sokhta,Phase: 3,"Salvatori, Vidale,1997, P: 153, Fig: 206, NO: 4"
2,S.T.2,S.U 7,Rim,Buff,Buff,Slip,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 4 ,"Salvatori, Vidale,1997, P: 149, Fig: 198, NO: 5"
3,S.T.2,S.U 7,Rim,Buff,Buff,Slip,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 3,"Salvatori, Vidale,1997, P: 153, Fig: 207, NO: 2"
4,S.T.2,S.U 7,Rim,Buff,Buff,Slip,Inside/Outside,Fine,Medium,Medium,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 5B,"Salvatori, Vidale,1997, P: 133, Fig: 175, NO: 3"
5,S.T.2,S.U 7,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 4 ,"Salvatori, Vidale,1997, P: 147, Fig: 195, NO: 4"
